116	1595	2456249.793844979	0.00067	3	Shadic S.
118	1613	2456269.4251947156	0.0009	3	Horta F. G.
119	1615	2456271.6232646876	0.00055	2	Salisbury M.
123	1638	2456296.724384389	0.00052	2	Shadic S.
125	1645	2456304.3645343054	0.00146	3	Bourdanov A.
126	1645	2456304.3658043053	0.00089	3	Salisbury M.
127	1645	2456304.3674543053	0.00156	3	Bourdanov A.
128	1645	2456304.367784305	0.00058	2	Naumov K. N., Sokov E. N.
129	1668	2456329.4692940502	0.00164	3	Gudmundsson S.
130	1700	2456364.392543749	0.00117	3	Horta F. G.
132	1902	2456584.8601733795	0.00051	2	Benni P.
133	1912	2456595.7728134315	0.00096	3	Shadick S.
134	1913	2456596.8663834375	0.00051	2	Benni P.
135	1920	2456604.503073479	0.00092	3	Albiréo 78
136	1924	2456608.8695635046	0.00071	3	Shadic S.
137	1931	2456616.511353553	0.0009	3	Salisbury M.
138	1940	2456626.3333236203	0.00051	2	Karavaev Y., Loginovskaj A.
139	1941	2456627.4290336287	0.00105	3	Scaggiante F., Zardin D.
140	1942	2456628.515003636	0.00097	3	René R.
141	1942	2456628.5170736364	0.00088	3	Bachschmidt M.
142	1944	2456630.6997536523	0.00044	2	Benni P.
143	1952	2456639.430343721	0.00074	2	Nicolas E.
144	1952	2456639.4328937214	0.00068	3	Dittler U.
146	1953	2456640.5225537303	0.00082	3	Sokov E. N., Naumov K.
147	1954	2456641.610273739	0.0008	3	CAAT
148	1962	2456650.3415838145	0.00104	3	Gaitan J.
150	1974	2456663.4436139367	0.00076	3	René R.
152	1997	2456688.544734204	0.00054	2	Benni P.
156	2028	2456722.3725346276	0.00089	3	Gaitan J.
158	2028	2456722.3826146275	0.00108	3	René R.
159	2039	2456734.3835047917	0.00112	3	Carre&#241
160	2039	2456734.388674792	0.00073	2	Horta F. G.
161	2050	2456746.3855149634	0.00139	3	Bachschmidt M.
162	2050	2456746.391884963	0.00141	3	Trnka J.
163	2216	2456927.546138298	0.00164	3	Bachschmidt M.
164	2237	2456950.4851188404	0.00074	2	Zibar M.
165	2246	2456960.3068690808	0.00057	2	Karavaev Y.
166	2249	2456963.578439162	0.00093	3	Francesco Scaggiante, Danilo Zardin
167	2249	2456963.578959162	0.00089	3	Francesco Scaggiante, Danilo Zardin,Marco Fiaschi
168	2249	2456963.582479162	0.00061	2	Matthieu BACHSCHMIDT
169	2270	2456986.501139745	0.00051	2	Mark Salisbury
170	2281	2456998.508180060	0.00145	3	Marc Bretton
171	2281	2456998.508180060	0.00145	3	Marc Bretton
173	2312	2457032.3333109776	0.00113	3	JOSEP GAITAN
174	2313	2457033.433561009	0.00046	1	Marc Bretton
175	2346	2457069.448912041	0.00051	2	Veli-Pekka Hentunen
176	2356	2457080.3675723644	0.00119	3	Jaroslav Trnka
177	2356	2457080.3675723644	0.00119	3	Jaroslav Trnka
178	2367	2457092.3683527256	0.0006	2	Mark Salisbury
179	2598	2457344.486722873	0.00065	2	Luis Tremosa
180	2598	2457344.4886928727	0.00107	3	Fran Campos
181	2599	2457345.578812914	0.00109	3	Miroslav Smolka
182	2599	2457345.5798329143	0.00049	2	David Molina
183	2609	2457356.4937333274	0.00061	2	David Molina
184	2610	2457357.5850133696	0.00052	2	David Molina
185	2610	2457357.586493369	0.00043	1	Marc Bretton
186	2620	2457368.4989637877	0.00058	2	Enrique Díez Alonso
187	2620	2457368.499653788	0.00046	1	Marc Bretton
188	2621	2457369.5894738296	0.00034	1	ESSEIVA Nicolas
189	2630	2457379.414424210	0.00089	3	David Molina
190	2630	2457379.414424210	0.00089	3	David Molina
191	2662	2457414.334725580	0.00131	3	Francesco Scaggiante, Danilo Zardin
192	2673	2457426.343356056	0.00065	2	Marc Bretton
193	2696	2457451.4472370553	0.00086	2	David Molina
194	2717	2457474.3640779685	0.00077	2	Marc Bretton
195	2717	2457474.3643479683	0.00055	2	Marc Bretton
196	2728	2457486.371248447	0.00135	3	Marc Bretton
197	2895	2457668.6377857854	0.00082	2	David Molina
198	2948	2457726.484138119	0.00055	2	Vrašťák M
199	2969	2457749.405049043	0.00084	3	Claudio Arena
200	2970	2457750.494949087	0.00053	2	Matthieu BACHSCHMIDT
201	2971	2457751.585649131	0.00094	3	Matthieu BACHSCHMIDT
202	2971	2457751.586939131	0.00072	2	David Molina
203	2976	2457757.043280925	0.00037	1	Wonseok Kang
204	2977	2457758.134850969	0.00052	1	Wonseok Kang
206	2979	2457760.3174710576	0.00067	2	Marc Bretton
207	2979	2457760.318171058	0.00103	3	Marc Bretton
208	2980	2457761.4089511014	0.00063	2	David Molina
209	2988	2457770.1403614543	0.00033	1	Wonseok Kang
210	2990	2457772.327371543	0.00099	3	David Molina
211	2991	2457773.4151615873	0.00055	2	Franky Dubois
212	2992	2457774.506521631	0.00062	2	ESSEIVA Nicolas
214	3024	2457809.4312730418	0.00072	2	David Molina
215	3024	2457809.435043042	0.00094	3	Marc Bretton
216	3045	2457832.3508739625	0.00058	2	Marc Bretton
218	3279	2458087.7458433444	0.00035	1	O. Cooper, E. Helou, J. Lowenthal, R. O’Connor, E. Papineau, A. Peck, L. Stephens, K. Walker
219	3287	2458096.474133639	0.00057	2	Claudio Arena
220	3299	2458109.571734078	0.00138	3	Mattia Spagnol
221	3319	2458131.4003147967	0.00064	2	Mario Morales
226	3562	2458396.6151619162	0.00118	3	ESSEIVA nicolas
227	3562	2458396.617561916	0.0007	2	Yves Jongen
228	3576	2458411.8960522227	0.0007	3	Riley Larochelle
229	3616	2458455.5545930467	0.00071	3	Ferran Grau Horta
230	3618	2458457.734253086	0.00055	2	James Mazur
233	3638	2458479.568743471	0.00058	2	Yves Jongen
234	3647	2458489.383453638	0.00068	2	Fran Campos
235	3647	2458489.387803638	0.00103	3	Snaevarr Gudmundsson
236	3648	2458490.477903656	0.00086	2	Ramon Naves
237	3648	2458490.4828236564	0.00085	3	Yves Jongen
238	3658	2458501.391673836	0.0003	1	Marc Bretton
239	3658	2458501.392013836	0.00076	2	Anael Wunsche
240	3658	2458501.396543836	0.00068	2	Yves Jongen
241	3669	2458513.402254027	0.00082	3	Francesco Scaggiante, Danilo Zardin
244	3691	2458537.407634385	0.00061	2	Anael Wunsche
246	3692	2458538.5077344007	0.00145	3	Jean plazas
248	3966	2458837.5501557584	0.00073	2	Manfred Raetz
249	3976	2458848.4616857045	0.0007	2	Yves Jongen
250	3986	2458859.375955644	0.00135	3	Veli-Pekka Hentunen
251	3987	2458860.4658756377	0.00082	3	Yves Jongen
252	3987	2458860.4696156373	0.00067	2	Ferran Grau Horta
253	3997	2458871.379135569	0.00094	3	Anaël Wünsche
254	3997	2458871.382555569	0.00049	2	Veli-Pekka Hentunen
255	3998	2458872.470795562	0.00113	3	Val&#232
256	4008	2458883.3871654863	0.00054	2	Yves Jongen
257	4008	2458883.3895554864	0.00054	2	Anaël Wünsche
258	4009	2458884.478175478	0.0007	2	Pere Guerra
259	4009	2458884.478425478	0.00079	3	SIBIL·LA LLORET GÓMEZ
260	4009	2458884.479455478	0.00084	3	Sibil·la Lloret Gómez
262	4029	2458906.3069253047	0.0006	2	Veli-Pekka Hentunen
263	4051	2458930.332215082	0.00052	1	Veli-Pekka Hentunen
265	4250	2459147.5102512357	0.00073	3	Veli-Pekka Hentunen
266	4272	2459171.5229206374	0.00064	2	Vicenç Ferrando (AAS)
267	4273	2459172.6087406105	0.00102	3	F. Lomoz
268	4273	2459172.617850610	0.00078	3	F. Lomoz
269	4283	2459183.5319103287	0.00061	2	Jordi Lopesino
270	4292	2459193.3524800707	0.00133	3	Yves Jongen
272	4293	2459194.4423400415	0.00077	2	Anaël Wünsche
273	4293	2459194.4436100414	0.00061	2	Thomas MOLLIER
274	4295	2459196.6239499836	0.00052	2	Yves Jongen
275	4296	2459197.719249954	0.00113	3	Yves Jongen
276	4317	2459220.632699325	0.00113	3	Yves Jongen
277	4337	2459242.461498697	0.00053	2	Snaevarr Gudmundsson
279	4358	2459265.384258006	0.00078	2	FERRATFIAT STEPHANE
280	4358	2459265.3843180058	0.00042	1	Ferran Grau Horta
285	4578	2459505.4956089947	0.00125	3	Giuseppe Conzo
287	4622	2459553.5146268737	0.00038	1	Snaevarr Gudmundsson
288	4622	2459553.5151368733	0.00072	3	Veli-Pekka Hentunen
289	4632	2459564.4277463825	0.00086	2	Fabio Salvaggio
290	4633	2459565.520376333	0.00047	1	Yves Jongen
291	4634	2459566.615006284	0.00095	3	Alessandro Marchini
294	4643	2459576.438095839	0.00054	2	Snaevarr Gudmundsson
